Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
custom-tackle-twill,Custom Tackle Twill Letters,"Tackle Twill emblems are the perfect solution for your company, school or group name. They have multiple layers of fabric with elaborate stitching utilizing fabrics stitched together to deliver a three-dimensional effect. These emblems are completely customizable, affordable and eye-catching! They are ideal for letterman jackets and backpacks, and can be customized with a variety of layered textures.",Patch Kraze,Uncategorized,Tackle Twill,"Tackle Twill, patches, Popular, Standard Patches",true,Patch Size x Quantity,1.0 inch - 25-49,TWILL-1.0-2549,0,shopify,100,deny,manual,1.01,,true,true,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Custom-Tackle-Twill_4.jpg?v=1772721580,1,,false,,,lb,active
custom-tackle-twill,,,,,,,,,1.0 inch - 50-99,TWILL-1.0-5099,0,shopify,100,deny,manual,0.88,,true,true,,,,,,,,,lb,
custom-tackle-twill,,,,,,,,,1.0 inch - 100-199,TWILL-1.0-100199,0,shopify,100,deny,manual,0.66,,true,true,,,,,,,,,lb,
custom-tackle-twill,,,,,,,,,1.0 inch - 200-499,TWILL-1.0-200499,0,shopify,100,deny,manual,0.47,,true,true,,,,,,,,,lb,
custom-tackle-twill,,,,,,,,,1.0 inch - 500-999,TWILL-1.0-500999,0,shopify,100,deny,manual,0.34,,true,true,,,,,,,,,lb,
custom-tackle-twill,,,,,,,,,1.0 inch - 1000+,TWILL-1.0-1000,0,shopify,100,deny,manual,0.31,,true,true,,,,,,,,,lb,
custom-tackle-twill,,,,,,,,,1.5 inch - 25-49,TWILL-1.5-2549,0,shopify,100,deny,manual,1.53,,true,true,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Custom-Tackle-Twill_2.jpg?v=1772721580,2,,,,,,lb,
custom-tackle-twill,,,,,,,,,1.5 inch - 50-99,TWILL-1.5-5099,0,shopify,100,deny,manual,1.33,,true,true,,,,,,,,,lb,
custom-tackle-twill,,,,,,,,,1.5 inch - 100-199,TWILL-1.5-100199,0,shopify,100,deny,manual,0.98,,true,true,,,,,,,,,lb,
custom-tackle-twill,,,,,,,,,1.5 inch - 200-499,TWILL-1.5-200499,0,shopify,100,deny,manual,0.69,,true,true,,,,,,,,,lb,
custom-tackle-twill,,,,,,,,,1.5 inch - 500-999,TWILL-1.5-500999,0,shopify,100,deny,manual,0.51,,true,true,,,,,,,,,lb,
