Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
print-stitch-patches,Print + Embroidery Patches,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Print stitch patches merge the intricate details of embroidered designs with the vivid display of full-color print. The background features a photographic image in rich colors, complemented by added embroidery to introduce depth and texture.</span></p> <p style=""font-size: 10pt; font-weight: 600;"" class=""MuiTypography-root jss108 MuiTypography-body1"" data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Each patch order includes a free roll of Thermal Tape.</span></p> <p class=""MuiTypography-root jss108 MuiTypography-body1  __prematched-text"" data-mce-fragment=""1""><span><meta charset=""utf-8""> <span style=""font-weight: 600;"">Add a Premade Patch Sample to Cart - </span><span style=""font-weight: 800;"">$0.01</span> - <a title=""Add to Cart"" href=""https://Patch%20Krazepatches.com/cart/add?id=46978094793023&amp;quantity=1""><strong>Add to Cart</strong></a></span></p> <p class=""__prematched-text""><br></p>",Patch Kraze,Uncategorized,print and stitch,"patches, Popular, Standard Patches",true,Patch Size (inches),"2""",,,,,,,,'00840400503264,0.0,,0,deny,manual,4.17,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Photo_Print_EmbroideryNP05_2024.jpg?v=1762185732,1,"",false,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Photo_Print_EmbroideryNP05_2024.jpg?v=1762185732,lb,,,active
print-stitch-patches,,,,,,,,,"2.5""",,,,,,,,'00840400502953,0.0,,0,deny,manual,4.49,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Patch_PrintEmb_52d24286-f70f-4257-96b0-46098d8e1260.png?v=1762185732,2,"",,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Patch_PrintEmb_52d24286-f70f-4257-96b0-46098d8e1260.png?v=1762185732,lb,,,
print-stitch-patches,,,,,,,,,"3""",,,,,,,,'00840400502298,0.0,,0,deny,manual,4.81,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Photo_Print_EmbroideryNP02_2024.jpg?v=1762185732,3,"",,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Photo_Print_EmbroideryNP02_2024.jpg?v=1762185732,lb,,,
print-stitch-patches,,,,,,,,,"3.5""",,,,,,,,'00840400502496,0.0,,0,deny,manual,5.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Photo_Print_EmbroideryNP04_2024.jpg?v=1762185732,4,"",,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Photo_Print_EmbroideryNP04_2024.jpg?v=1762185732,lb,,,
print-stitch-patches,,,,,,,,,"4""",,,,,,,,'00840400502472,0.0,,0,deny,manual,6.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Photo_Print_EmbroideryNP03_2024.jpg?v=1762185732,5,"",,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/Photo_Print_EmbroideryNP03_2024.jpg?v=1762185732,lb,,,
print-stitch-patches,,,,,,,,,"4.5""",,,,,,,,'00840400502960,0.0,,0,deny,manual,7.40,,true,true,,,,,,,,,,,,,lb,,,
print-stitch-patches,,,,,,,,,"5""",,,,,,,,'00840400502533,0.0,,0,deny,manual,8.68,,true,true,,,,,,,,,,,,,lb,,,
print-stitch-patches,,,,,,,,,"5.5""",,,,,,,,'00840400587714,0.0,,0,deny,manual,9.59,,true,true,,,,,,,,,,,,,lb,,,
print-stitch-patches,,,,,,,,,"6""",,,,,,,,'00840400502465,0.0,,0,deny,manual,10.61,,true,true,,,,,,,,,,,,,lb,,,
print-stitch-patches,,,,,,,,,"6.5""",,,,,,,,'00840400587721,0.0,,0,deny,manual,14.91,,true,true,,,,,,,,,,,,,lb,,,
print-stitch-patches,,,,,,,,,"7""",,,,,,,,'00840400502182,0.0,,0,deny,manual,18.02,,true,true,,,,,,,,,,,,,lb,,,
print-stitch-patches,,,,,,,,,"7.5""",,,,,,,,'00840400587738,0.0,,0,deny,manual,19.55,,true,true,,,,,,,,,,,,,lb,,,
print-stitch-patches,,,,,,,,,"8""",,,,,,,,'00840400502403,0.0,,0,deny,manual,21.23,,true,true,,,,,,,,,,,,,lb,,,
print-stitch-patches,,,,,,,,,"8.5""",,,,,,,,'00840400587745,0.0,,0,deny,manual,22.92,,true,true,,,,,,,,,,,,,lb,,,
print-stitch-patches,,,,,,,,,"9""",,,,,,,,'00840400502700,0.0,,0,deny,manual,24.44,,true,true,,,,,,,,,,,,,lb,,,
